SA2_MAIN16,area.mean,area.max,area.min,area.sd,area.total,AREA_ALBERS_SQKM.mean,AREA_ALBERS_SQKM.max,AREA_ALBERS_SQKM.min,AREA_ALBERS_SQKM.sd,AREA_ALBERS_SQKM.total,Dwelling.mean,Dwelling.max,Dwelling.min,Dwelling.sd,Dwelling.total,Person.mean,Person.max,Person.min,Person.sd,Person.total,number_mesh_blocks
206041124,12.7430123386318,15.6971233475798,10.782652350377,1.4179895053775862,1172.35713515413,0.04445760869565217,0.5403,0.0027,0.09485105876090671,4.0901,27.043478260869566,194,0,30.55383037208454,2488,80.3804347826087,1593,0,175.49846387301204,7395,92
206041125,12.3996550266671,14.3543427620851,11.2064790421953,0.7258104948068598,1078.76998732004,0.0160816091954023,0.4316,0.0018,0.04762077553438897,1.3991,40.160919540229884,316,0,38.05286211868542,3494,65.2183908045977,460,0,57.045764020908834,5674,87
206041126,14.3678121522417,16.8148160334608,12.8907932020922,0.9887861928847611,1637.93058535555,0.028402631578947367,1.256,0.0018,0.11972629217202584,3.2379000000000002,116.28070175438596,703,0,147.6233253011004,13256,189.8684210526316,1117,0,228.97573056687756,21645,114
206041127,10.2538060665104,13.6253205782578,7.67477016479417,1.397614336530348,143.553284931145,0.44279999999999997,1.4981,0.063,0.356066832533963,6.1992,0.21428571428571427,3,0,0.8017837257372732,3,0.21428571428571427,3,0,0.8017837257372732,3,14
206051128,10.3951642769482,12.2792400431145,9.72519686444954,0.5039791608139952,2193.37966243608,0.022127962085308057,0.9645,0.0028,0.08401032207055605,4.6690000000000005,41.46919431279621,480,0,51.589429969576834,8750,76.57345971563981,688,0,80.41735217199285,16157,211
206051129,6.64228389086055,8.4711015917601,5.34932057597655,0.7331937154747931,1560.93671435223,0.010738297872340425,0.0865,0.0015,0.009082757055148988,2.5235,36.34468085106383,103,0,17.601607450275843,8541,64.12765957446808,152,0,31.134679198162683,15070,235
206051130,10.0153628979463,12.110722809576,6.70189037519127,1.3930506050241505,1983.04185379336,0.013778282828282829,0.1207,0.0013,0.010980757654220352,2.7281,44.64646464646464,364,0,54.87527401387376,8840,81.41919191919192,565,0,86.17471943322155,16121,198
206051131,9.71554346706603,13.1953041218767,6.92608866456347,2.271741724688696,437.199456017971,0.15282222222222222,0.9014,0.0094,0.20458466450224208,6.877,0.15555555555555556,4,0,0.7371799939189502,7,0.2222222222222222,4,0,0.8498365855987975,10,45
206051132,11.7268584050525,13.7488430363371,10.3346194929754,0.8718127209795682,2533.00141549135,0.011247685185185185,0.057,0.0015,0.00814370318672371,2.4295,24.10648148148148,299,0,36.46664936533845,5207,42.416666666666664,461,0,56.71636899192249,9162,216
206051133,9.54688140327507,11.4162051498569,6.81806322201321,1.0865728889285085,4047.87771498863,0.008998113207547169,0.1257,0.001,0.012952436948664896,3.8152,37.6061320754717,430,0,34.99007708227648,15945,60.07783018867924,628,0,53.06302135640143,25473,424
206051134,10.0150720253656,11.8012488150652,6.40909901349692,1.3492228126948531,2553.84336646823,0.009394117647058824,0.0974,0.0013,0.00881590839631665,2.3955,35.2,92,0,17.14835682309776,8976,63.47843137254902,169,0,32.95723973686248,16187,255
206061135,9.68254284432593,12.5765704238482,8.06791956197134,1.49854353025899,1481.42905518187,0.014179738562091503,0.071,0.0018,0.009603887367247677,2.1695,29.862745098039216,67,0,17.635587086585605,4569,58.3202614379085,147,0,35.89470229104539,8923,153
206061136,12.049143725116,13.0696892040464,11.1489177436426,0.3927054336700836,3759.33284223618,0.00935224358974359,0.0505,0.0011,0.00564340050205963,2.9179,36.27884615384615,325,0,31.964849081442672,11319,62.9775641025641,463,0,50.23695757694247,19649,312
206061137,13.1917637944763,14.6484332752194,12.1120186045391,0.5940611776346487,4010.2961935208,0.008463157894736843,0.0735,9e-4,0.009031336602069012,2.5728,42.38815789473684,500,0,69.52370247502914,12886,67.46381578947368,709,0,104.71866446045708,20509,304
206061138,12.5014857898624,14.7728828065558,7.92785565171044,1.7146171560671004,2587.80755850152,0.02086328502415459,0.1043,0.0025,0.016484482401034537,4.3187,33.966183574879224,131,0,16.48929680582537,7031,61.92270531400966,151,0,29.636533090370442,12818,207
206071139,17.4039728991595,17.8604102860049,16.4604080598861,0.323180823240644,1862.22510021007,0.016910280373831774,0.173,0.0021,0.021969455359397816,1.8094,35.08411214953271,464,0,71.67841198851194,3754,67.77570093457943,813,0,120.69103766973133,7252,107
206071140,14.6693278015036,15.4084117850711,13.2700992595862,0.4399354602760325,1657.6340415699,0.0203070796460177,0.4757,0.0021,0.051395535028440666,2.2947,36.336283185840706,103,0,16.659730436138634,4106,74.47787610619469,203,0,35.80754543018152,8416,113
206071141,17.3371185076334,17.8401036635194,16.5471160397869,0.27716153325973014,2080.454220916,0.010393333333333333,0.0323,0.0013,0.0063747101872939135,1.2472,37.95,430,0,63.58186015819662,4554,69.25833333333334,607,0,107.93100004312072,8311,120
206071142,16.6747159510912,17.5125053285828,15.1596625757499,0.6675790219376099,2934.75000739204,0.007829545454545455,0.0402,0.0016,0.0048122025629116555,1.378,29.585227272727273,318,0,41.384795109239896,5207,59.13636363636363,789,0,90.44268042002317,10408,176
206071143,15.1834227191165,16.4211803026146,13.9738271612562,0.503657437383087,2687.46582128362,0.013999435028248587,0.1874,0.0022,0.015077694607564956,2.4779,34.16949152542373,228,0,28.27391538533808,6048,69.57627118644068,353,0,50.59482660508649,12315,177
206071144,16.0255026922033,17.8773523750638,12.3257598182037,0.8229408998170336,8605.69494571317,0.011132960893854748,0.1706,7e-4,0.013979781949072635,5.9784,29.195530726256983,403,0,40.713928941322685,15678,56.05772811918063,614,0,74.59696697683064,30103,537
206071145,16.4132906966168,17.8360278051554,13.3644545732776,1.2239714283845382,2494.82018588576,0.03460789473684211,0.6306,0.0015,0.06920197000441648,5.2604,27.80263157894737,99,0,21.62535900209121,4226,61.26315789473684,167,0,47.03074052361997,9312,152
207011146,8.49461210629967,8.97345980349477,7.87625626592091,0.26403555302264037,849.461210629967,0.02761,0.0748,0.0035,0.014573155755939366,2.761,28.48,63,0,19.451820823083203,2848,74.92,165,0,50.03446892701152,7492,100
207011147,10.9860910881777,13.0939580553333,8.89993833143311,0.6919462317679278,2372.99567504638,0.02557685185185185,0.0715,0.0033,0.013588491070679998,5.5246,30.39814814814815,112,0,18.123575711064696,6566,72.83333333333333,250,0,44.54796213332949,15732,216
207011148,13.4824427288746,16.4337554767295,10.8910215333659,1.568774406809016,3047.03205672565,0.038923008849557524,0.2823,0.0066,0.023717440404711305,8.7966,33.02654867256637,61,0,16.876260869170252,7464,88.4424778761062,187,0,48.01924393001851,19988,226
207011149,7.97188966847175,10.6962887147579,6.84276928001681,0.5932117203164676,2128.49454148196,0.026632958801498127,0.0672,0.0012,0.012101949442561988,7.111,31.082397003745317,139,0,19.39519621808545,8299,78.26591760299625,241,0,44.43192477584578,20897,267
207011150,8.06374976567151,8.78511633010743,7.18593243003493,0.3881988665766132,1645.00495219699,0.02802549019607843,0.1206,0.0028,0.014136360456307073,5.7172,31.05392156862745,296,0,25.044630788725392,6335,80.75980392156863,453,0,53.12487521363064,16475,204
207011151,13.2538862568264,15.6612859947257,7.64277961387651,1.8009129101820287,4307.51303346859,0.017304,0.2797,0.0015,0.019062370404335834,5.6238,34.25846153846154,254,0,27.431974744202645,11134,69.58769230769231,526,0,52.986102032014095,22616,325
207011152,9.78238414802122,12.9723151871491,7.28148998385715,1.7012098236685906,1966.25921375227,0.018686069651741292,0.0796,0.0024,0.012699708853951117,3.7559,34.656716417910445,267,0,30.57427950359876,6966,73.7910447761194,378,0,55.16952165283822,14832,201
207011153,14.6613563767444,17.4227085321152,12.4641912361728,0.8148929983264709,5014.18388084659,0.03042076023391813,0.3149,0.0016,0.036056296101650676,10.4039,32.01169590643275,576,0,37.94199745298744,10948,74.47953216374269,841,0,65.93063440803658,25472,342
207011154,14.5302093829684,15.3732561805808,12.2633387610553,0.6173037601188648,1380.36989138199,0.04181052631578947,0.5884,0.003,0.07402772550428026,3.972,25.94736842105263,64,0,19.69413370970117,2465,66.45263157894736,165,0,52.30775712805011,6313,95
207011155,8.63600902545051,11.9585545170402,7.39648175108323,0.9886748696689925,1908.55799462456,0.025635294117647058,0.0544,0.0013,0.012357372607233736,5.6654,28.036199095022624,95,0,17.72718897975134,6196,73.31674208144797,276,0,49.52317309072678,16203,221
207021156,17.1437131830995,17.6946184821768,15.7499591040426,0.45171757958763603,2502.98212473252,0.046496575342465755,0.6808,0.0044,0.06868127126570674,6.7885,30.876712328767123,59,0,18.94598143578079,4508,75.66438356164383,180,0,48.3056757423776,11047,146
207021157,12.9075771065208,18.0244231604197,7.26784986759932,2.703894820065974,3304.33973926931,0.03428359375,0.529,0.0024,0.038151098516487125,8.7766,35.78515625,333,0,32.9907404474287,9161,80.09375,442,0,53.85360511900504,20504,256
207021159,16.5065512823206,18.8772095585234,13.5971001864917,1.666514386369195,2954.67267953538,0.08781061452513966,1.3463,0.0058,0.17087630209316904,15.7181,32.96648044692738,138,0,19.870055230082418,5901,89.3463687150838,252,0,51.89848156184421,15993,179
207021160,17.5347479323187,18.7338040294698,16.285112289318,0.5864969507129214,2595.14269398317,0.039935135135135136,0.5674,0.0086,0.04593255905797398,5.9104,35.4527027027027,68,0,16.06633123797801,5247,91,183,0,40.97784368984522,13468,148
207021424,13.6522027884017,15.9966579237976,8.46998638009229,1.9507130559612307,2157.04804056746,0.04012848101265823,0.2608,0.0036,0.025661679507199258,6.3403,33.0126582278481,117,0,18.60586420185137,5216,91.4367088607595,190,0,49.50010403956174,14447,158
207021425,8.72482515542751,12.8501708808336,7.25402898934091,1.3987709004147832,1518.11957704439,0.026455747126436783,0.0764,0.0028,0.0114068657078413,4.6033,32.78735632183908,73,0,16.326355901327446,5705,78.5632183908046,178,0,41.479210239198586,13670,174
207031161,7.54658809177838,9.57912045061033,6.38896614817269,0.5053368054027573,2120.59125378972,0.03077864768683274,0.2773,0.0018,0.020528978810984744,8.6488,30.391459074733095,106,0,18.998208515332944,8540,75.66548042704626,224,0,48.72094574352355,21262,281
207031162,7.99077701493577,9.18042582057413,6.79788980283485,0.43027860145567587,894.967025672806,0.03151160714285714,0.0961,0.0053,0.01389945715146941,3.5293,37.05357142857143,216,0,22.906720083150816,4150,94.38392857142857,488,0,56.37906542912465,10571,112
207031163,8.16955254986521,8.86353550611054,7.2486028925506,0.3183545433194919,2344.66158181132,0.024829268292682928,0.2607,0.001,0.024782221672021133,7.126,30.588850174216027,198,0,26.207315233541205,8779,69.41463414634147,357,0,51.40405070079205,19922,287
207031164,8.88441285065601,12.9410024234698,7.356330845712,0.8993161074756405,1750.22933157923,0.030926395939086294,0.1476,0.0018,0.015530901182362535,6.0925,36.09644670050761,110,0,17.967823780059657,7111,87.73604060913705,197,0,44.54213060158837,17284,197
207031165,8.09811961475409,8.57367617387351,7.33072066699344,0.31637777110624726,1117.54050683606,0.03516811594202899,0.5782,0.0039,0.053847730686390594,4.8532,35.17391304347826,187,0,29.51849922091496,4854,86.2536231884058,403,0,61.22270720319082,11903,138
207031166,8.75273753272476,12.9295292994926,7.47751199767522,1.1980025295829273,971.553866132448,0.03704234234234234,0.2049,0.0063,0.028645810575971903,4.1117,35.126126126126124,110,0,20.216157856849023,3899,88,193,0,49.187951222373,9768,111
207031167,8.06490431766358,9.00420938776275,7.61196679853281,0.3062567338377941,919.399092213648,0.028417543859649123,0.0644,0.0028,0.012484604647565893,3.2396,34.31578947368421,74,0,15.205562436727993,3912,85.14912280701755,170,0,39.491509663558176,9707,114
208011168,6.57204016878772,9.21684726112682,4.9477646758711,1.2085915839306802,1104.10274835634,0.035286309523809525,0.7697,0.0015,0.061089266112820693,5.9281,31.5,89,0,20.29011145249062,5292,79.55357142857143,190,0,51.490683876704104,13365,168
208011169,4.4516915864512,6.1384857174497,3.33869406415187,0.6892778346964411,1437.89638242374,0.025078637770897833,0.2222,3e-4,0.01799298885199482,8.1004,31.44891640866873,157,0,21.500246071157417,10158,69.9876160990712,209,0,44.57974745812051,22606,323
208011170,5.53428509199101,8.99424286261342,4.48273902738407,0.8303120525143528,968.499891098427,0.03185542857142857,0.3564,0.0016,0.03338564392611363,5.5747,35.925714285714285,125,0,17.05569549354329,6287,89.82285714285715,198,0,41.686536083493365,15719,175
208011171,8.96003658584043,10.6872404729952,6.95834095145191,0.9996800012602335,1344.00548787606,0.03529,0.5939,0.0034,0.05795780778481426,5.2935,30.613333333333333,145,0,21.39584939572751,4592,72,252,0,49.65370009260041,10800,150
208011172,6.76968503071156,9.72215572834483,4.21954488146563,1.30483000458271,1428.40354148014,0.026714691943127963,0.2202,0.0034,0.017591538070628257,5.6368,35.18957345971564,141,0,21.73481046633886,7425,83.19431279620854,206,0,51.28468782781982,17554,211
208011173,6.37617368574744,7.57513296073168,5.44513584216384,0.4212313011781022,1472.89612140766,0.027358441558441558,0.4419,0.0042,0.03416233248826785,6.3198,30.38095238095238,370,0,30.337125783899786,7018,70.2987012987013,564,0,56.78527019702838,16239,231
208021174,8.10705204944314,11.3320175852421,5.56322337364156,1.455433053133692,2269.97457384408,0.022211071428571427,0.0808,0.003,0.010501717845237171,6.2191,32.26428571428571,303,0,23.177238467956272,9034,79.85357142857143,295,0,46.22288981397352,22359,280
208021176,7.92982790395951,9.61597335416638,6.47241942931737,0.8842773737577639,1760.42179467901,0.017038288288288288,0.0858,0.0025,0.010438439349888957,3.7825,37.07657657657658,165,0,17.732769751755367,8231,80.61261261261261,273,0,35.672763903937756,17896,222
208021177,8.03942463170349,11.3150486682478,6.30091823487026,1.2706918495374904,2009.85615792587,0.0252784,0.7053,0.0029,0.048078179445515415,6.3196,35.188,86,0,15.886667391344632,8797,82.82,242,0,40.05402476154417,20705,250
208021178,6.16021823715961,6.94713823779497,5.24965348225605,0.45955202668050804,1318.28670275216,0.022107009345794394,0.1382,0.0043,0.013369539951910606,4.7309,33.771028037383175,76,0,13.63504535558923,7227,81.06542056074767,189,0,32.58078324942852,17348,214
208021179,5.8621231874797,7.20023877324523,5.10570477343331,0.44415973681192356,920.353340434313,0.01805668789808917,0.0802,0.0028,0.009791880950532635,2.8349,32.59235668789809,128,0,19.314852599719245,5117,71.24203821656052,183,0,39.61730411780479,11185,157
208021180,9.64806237863323,9.99948252158495,8.9168772286272,0.26280809675715494,868.325614076991,0.022243333333333334,0.0507,0.0059,0.00812771717746465,2.0019,34.544444444444444,105,0,15.257461693490814,3109,83.14444444444445,233,0,36.5880686363987,7483,90
208021181,9.29890403321478,9.84800288817609,8.39707320625535,0.3264216734235388,1022.87944365363,0.02208818181818182,0.1062,0.0023,0.014138305906705832,2.4297,36.71818181818182,94,0,18.48387932304862,4039,81.95454545454545,194,0,43.292346583747026,9015,110
208021182,7.16415657506952,9.38049628344948,5.50419945142463,0.830788785571952,1225.07077433689,0.017233333333333333,0.0658,0.0025,0.010242856908453755,2.9469,34.63157894736842,159,0,17.495846477459967,5922,78.14035087719299,282,0,39.15539415764917,13362,171
208021426,8.91347574884515,9.6299159290367,7.94454854359058,0.39909484673282675,1372.67526532215,0.029384415584415586,0.1291,0.0072,0.014296967683755313,4.5252,37.13636363636363,70,0,15.429819267838045,5719,94.14935064935065,222,0,43.3154989646429,14499,154
208021427,9.89432331063227,11.7759664306394,8.35410232911174,0.9043585444380778,1375.31094017789,0.03300863309352518,0.3487,0.0081,0.030995917173901478,4.5882,38.064748201438846,80,0,15.015069065120578,5291,95.06474820143885,195,0,39.09468414012125,13214,139
208031183,12.6557999707168,13.4736917347396,11.0821066649641,0.5551304607021091,1101.05459745236,0.05897471264367816,0.5073,0.008,0.08793400434732858,5.1308,32.9080459770115,222,0,25.639555280359403,2863,97.66666666666667,314,0,54.66508316859545,8497,87
208031184,13.9503069140614,15.1183282660684,12.2106098290229,0.6732132903798762,474.310435078089,0.2671147058823529,3.6878,0.0148,0.6149144937515041,9.081900000000001,0.2647058823529412,6,0,1.136417111041267,9,1.8529411764705883,25,0,5.411168881406457,63,34
208031185,7.94199242238407,9.30821606639252,7.0603275089029,0.37415745580165316,1636.05043901112,0.02800631067961165,0.3913,0.0026,0.03130908243478057,5.7693,25.16504854368932,211,0,23.212526932305277,5184,55.61165048543689,197,0,46.578595106987265,11456,206
208031186,8.66070107373631,10.4054324955308,8.03602687892307,0.5922530873342055,2061.24685554924,0.022443697478991595,0.7682,0.0016,0.050979215817259234,5.3416,28.558823529411764,180,0,19.044991863105984,6797,58.273109243697476,222,0,39.20589639085938,13869,238
208031187,10.9193174624398,13.3562866938688,8.92860929793846,1.1684799531302144,709.755635058586,0.049166153846153846,0.3118,0.003,0.05608670819845341,3.1958,32.246153846153845,194,0,27.269506074339915,2096,81.84615384615384,273,0,54.783446053880745,5320,65
208031188,10.9949857025892,12.7242405522951,9.40762016034755,0.7674474347028409,3309.49069647934,0.028414950166112958,0.3188,0.0046,0.02463248821673337,8.5529,31.943521594684384,212,0,21.766644196040694,9615,72.00332225913621,315,0,45.72442806924037,21673,301
208031189,10.4459185059081,12.1780951210962,8.39493656549817,0.7805130005819623,2078.73778267572,0.025498492462311558,0.456,8e-4,0.03606954348772412,5.0742,26.728643216080403,103,0,19.793804093025486,5319,64.13065326633166,184,0,48.522545161656836,12762,199
208031190,9.65257247350194,13.3745626605272,8.19968107262459,1.3787030276341283,1911.20934975339,0.021912121212121213,0.1439,0.0029,0.014916422134168952,4.3386,30.17676767676768,119,0,18.45901113378294,5975,64.86868686868686,195,0,39.29651602713648,12844,198
208031191,11.2980137966484,13.4199178512167,9.49022171160081,0.7809741705589499,1739.89412468385,0.07572207792207793,1.6207,0.0061,0.1885802907128081,11.6612,23.181818181818183,124,0,21.70824202546137,3570,57.175324675324674,197,0,51.11298942345667,8805,154
208031192,13.3752581953999,13.4580341433113,13.2924822474884,0.11706286817466718,26.7505163907997,1.53775,2.9975,0.078,2.0643982476741254,3.0755,0,0,0,0,0,0,0,0,0,0,2
208031193,11.2409665020481,13.8414588830954,8.36456545876029,1.3043324071937823,3338.56705110829,0.026927946127946127,0.6176,0.0027,0.03836379636820204,7.9976,29.094276094276093,122,0,18.825062387226605,8641,67.42760942760943,215,0,46.44652161657932,20026,297
208041194,7.67337405177679,9.56285378936571,6.95841828554057,0.3812842058745454,2424.78620036146,0.01928639240506329,0.0796,0.001,0.013627343134749198,6.0945,28.481012658227847,120,0,19.203578211211706,9000,62.26898734177215,192,0,42.31905031175355,19677,316
208041195,7.54321141700605,9.91637605400028,6.45121772250422,1.0241016898976911,2134.72883101271,0.02617879858657244,0.295,0.0013,0.023835911638908847,7.4086,30.003533568904594,157,0,20.395990816097243,8491,73.58303886925795,219,0,49.34718508526002,20824,283
209011196,14.1801213121434,15.5631875397067,11.5480785085436,0.8974482640307149,1474.73261646291,0.039051923076923074,0.2493,0.0086,0.02778279477637659,4.0614,36.04807692307692,74,0,16.95017244102352,3749,95.16346153846153,250,0,49.48337184218849,9897,104
209011197,13.6684206936341,17.6161886328428,7.87307193088116,2.421936079474609,3335.09464924672,0.04096065573770492,0.2008,0.0039,0.023162475177717128,9.9944,33.09426229508197,116,0,18.098590533213983,8075,83.61475409836065,202,0,47.598102587163396,20402,244
209011198,16.2952438554656,17.4535898737909,13.1887220475812,0.8195058730490439,3193.86779567126,0.03158010204081633,0.1496,0.0064,0.018958598941791246,6.1897,32.25,137,0,20.946666095415292,6321,74.39285714285714,223,0,45.269945313838726,14581,196
209011199,14.4045966637921,16.3917570867219,9.8097542271285,1.5308500042124948,2895.32392942221,0.03315223880597015,0.2382,0.0049,0.02850615209849773,6.6636,31.16915422885572,84,0,19.737305889636875,6265,70.05970149253731,214,0,45.83291849653966,14082,201
209011200,15.5944913965299,16.0399723306568,14.5822381760024,0.32942100610664254,2588.68557182396,0.028480722891566265,0.446,0.0037,0.036883395156386285,4.7278,29.53614457831325,85,0,17.11375189236761,4903,68.51204819277109,162,0,41.95318284625133,11373,166
209011201,15.7833205843798,16.8158275370087,14.2758331603339,0.4443610885467981,1483.63213493171,0.0427563829787234,0.4137,0.0052,0.044050739460212644,4.0191,31.47872340425532,62,0,16.35870011096608,2959,79.76595744680851,150,0,43.09465089973711,7498,94
209011202,15.5900334952884,18.0529770550812,13.5067489545673,0.7189969084609348,3133.59673255297,0.05822786069651741,0.7775,0.0076,0.10281621477131171,11.7038,32.42786069651741,95,0,16.27071049157035,6518,78.79601990049751,176,0,41.70207649601638,15838,201
209011203,15.8281969388774,17.6525998198014,12.8598334463291,0.7307350517864466,3418.89053879753,0.0473375,1.3652,0.0036,0.1062669496466766,10.2249,32.898148148148145,69,0,17.11136699026774,7106,82.26388888888889,246,0,46.459582751649464,17769,216
209011204,15.5749730539259,17.8096426483138,13.8142517814589,1.1311011569689144,1619.79719760829,0.03534615384615385,0.1229,0.0056,0.016493363908695075,3.676,34.97115384615385,62,0,16.46794870583593,3637,84.86538461538461,158,0,41.8253552709353,8826,104
209021205,10.8420988979417,15.6326293081518,8.48131148886633,2.1899196530067813,1029.99939530447,0.09335578947368421,2.3848,0.0052,0.30301736089432146,8.8688,40.83157894736842,214,0,29.98568900913807,3879,119.17894736842105,910,0,106.66630995647708,11322,95
209021207,9.48627596627667,11.1073543733342,8.5860298465556,0.4860359273403419,3206.36127660151,0.026296153846153848,0.1397,0.0044,0.015668695756387366,8.8881,35.494082840236686,193,0,20.315062030393978,11997,79.16272189349112,216,0,42.092805840767376,26757,338
209021208,10.2954016859183,11.9299255005388,8.39442754358733,0.7473554018161017,3088.62050577548,0.03397533333333334,0.2383,0.0041,0.027004112003654344,10.1926,32.74666666666667,70,0,17.398030360464208,9824,78.05333333333333,199,0,43.351682591343064,23416,300
209021428,9.62863098799586,14.6445834286977,8.51353711012277,1.061845221088273,2734.53120059082,0.027002112676056338,0.3717,0.0011,0.032742592760498346,7.6686,30.419014084507044,130,0,23.8010850870576,8639,69.52112676056338,218,0,53.633913946566416,19744,284
209021429,9.36448248669101,10.4739125482396,8.72990344153423,0.387499991995589,1376.57892554358,0.023955102040816325,0.1261,0.0059,0.013679938234226648,3.5214,34.34013605442177,132,0,17.780432756894818,5048,81.05442176870748,202,0,39.48899314529445,11915,147
